NAME,fuelType,min_price,max_price,avg_price,med_price
"MERCEDES GL-KLASSE, GLS",Super,115585.0,156021.0,134206.41666666666,130388.5
"MERCEDES GL-KLASSE, GLS",Super Plus,191578.0,243272.0,211487.44444444444,213522.0
MERCEDES GLA,Diesel,46642.0,66158.0,55102.305555555555,54933.5
MERCEDES GLA,Strom,51610.0,66961.0,58833.09523809524,58560.0
MERCEDES GLA,Super,45309.0,66711.0,54558.529411764706,53791.0
MERCEDES GLA,Super / Strom,51949.0,64718.0,57338.22222222222,56656.0
MERCEDES GLA,Super Plus,68413.0,87887.0,76943.0,74238.0
MERCEDES GLB,Diesel,48594.0,68550.0,57375.84375,57179.5
MERCEDES GLB,Strom,53514.0,68734.0,60695.619047619046,60333.0
MERCEDES GLB,Super,47261.0,69103.0,56765.0,56021.5
MERCEDES GLB,Super Plus,70365.0,76190.0,72923.33333333333,72215.0
MERCEDES GLC,Diesel,58715.0,95818.0,74587.575,73106.5
MERCEDES GLC,Diesel / Strom,70436.0,87263.0,77895.65,77594.0
MERCEDES GLC,Super,60454.0,77837.0,67866.55,67547.5
MERCEDES GLC,Super / Strom,68889.0,85478.0,75969.65,75800.0
MERCEDES GLC,Super Plus,66325.0,94254.0,76446.08333333333,74062.0
MERCEDES GLC,Super Plus / Strom,72340.0,147685.0,97571.26666666666,82128.0
MERCEDES GLE,Diesel,89101.0,123409.0,107909.71428571429,106261.0
MERCEDES GLE,Diesel / Strom,88982.0,115341.0,104267.18181818182,105172.0
MERCEDES GLE,Super Plus,98133.0,205144.0,137488.63636363635,127143.0
MERCEDES GLE,Super Plus / Strom,93064.0,168897.0,121325.5294117647,112068.0
"MERCEDES GLK, GLC",Diesel,58715.0,95818.0,74587.575,73106.5
"MERCEDES GLK, GLC",Diesel / Strom,70436.0,87263.0,77895.65,77594.0
"MERCEDES GLK, GLC",Super,60454.0,77837.0,67866.55,67547.5
"MERCEDES GLK, GLC",Super / Strom,68889.0,85478.0,75969.65,75800.0
"MERCEDES GLK, GLC",Super Plus,66325.0,94254.0,76446.08333333333,74062.0
"MERCEDES GLK, GLC",Super Plus / Strom,72340.0,147685.0,97571.26666666666,82128.0
MERCEDES GLS,Diesel,112140.0,134571.0,122901.64285714286,122338.0
MERCEDES GLS,Super,115585.0,156021.0,134206.41666666666,130388.5
MERCEDES GLS,Super Plus,191578.0,243272.0,211487.44444444444,213522.0
"MERCEDES ML-KLASSE, GLE",Diesel,89101.0,123409.0,107909.71428571429,106261.0
"MERCEDES ML-KLASSE, GLE",Diesel / Strom,88982.0,115341.0,104267.18181818182,105172.0
"MERCEDES ML-KLASSE, GLE",Super Plus,98133.0,205144.0,137488.63636363635,127143.0
"MERCEDES ML-KLASSE, GLE",Super Plus / Strom,93064.0,168897.0,121325.5294117647,112068.0
MERCEDES S-KLASSE,Diesel,113365.0,143353.0,127347.66666666667,127675.0
MERCEDES S-KLASSE,Strom,109551.0,247401.0,142136.47222222222,139611.0
MERCEDES S-KLASSE,Super,141104.0,183349.0,154257.85714285713,149702.0
MERCEDES S-KLASSE,Super / Strom,127318.0,186086.0,146420.76923076922,144692.0
MERCEDES S-KLASSE,Super Plus,123718.0,238488.0,145816.0,138593.0
MERCEDES S-KLASSE,Super Plus / Strom,210029.0,210029.0,210029.0,210029.0
MERCEDES SL,Super Plus,131489.0,255850.0,175905.125,171901.5
MERCEDES SL,Super Plus / Strom,225624.0,232514.0,229069.0,229069.0
MERCEDES SPRINTER,Diesel,31440.0,77104.0,54557.15246636771,53763.0
MERCEDES SPRINTER,Strom,45211.0,85042.0,58695.125,58767.5
MERCEDES V-KLASSE,Diesel,56192.0,97174.0,75596.3,74986.0
MERCEDES V-KLASSE,Strom,59205.0,63472.0,61335.5,61332.5
MERCEDES V-KLASSE,Super,59881.0,90583.0,72675.66666666667,71560.5
MERCEDES VITO,Diesel,33579.0,65181.0,48653.22424242424,48987.0
MERCEDES VITO,Strom,43056.0,58058.0,50395.9,49488.5
MERCEDES VITO,Super,43174.0,60312.0,50362.333333333336,49766.0
MG CYBERSTER,Strom,64990,69990,67490.0,67490.0
MG EHS,Super / Strom,38990,41490,40240.0,40240.0
MG ROEWE 3,Super / Strom,20640.0,24990.0,22706.666666666668,22490.0
MG ROEWE 3,Super / Super,17990.0,19490.0,18740.0,18740.0
MG ROEWE 4,Strom,35640,42640,39640.0,40640.0
MG ROEWE 5,Strom,35490,39990,37740.0,37740.0
MG ROEWE CYBERSTER,Strom,64990,69990,67490.0,67490.0
MG ROEWE RX6,Super / Strom,38990,41490,40240.0,40240.0
MG ROEWE S5,Strom,37990,44990,41990.0,42990.0
MG ROEWE ZS,Super / Strom,22990.0,27990.0,25656.666666666668,25990.0
MG ROEWE ZS,Super / Super,20990.0,23990.0,22490.0,22490.0
MG ZS,Super / Strom,22990.0,27990.0,25656.666666666668,25990.0
MG ZS,Super / Super,20990.0,23990.0,22490.0,22490.0
MG3,Super / Strom,20640.0,24990.0,22706.666666666668,22490.0
MG3,Super / Super,17990.0,19490.0,18740.0,18740.0
MG4,Strom,35640,42640,39640.0,40640.0
MG5,Strom,35490,39990,37740.0,37740.0
MGS5,Strom,37990,44990,41990.0,42990.0
MINI MINI,Diesel,38300.0,42950.0,40412.5,40200.0
MINI MINI,Strom,27200.0,46150.0,35600.0,34450.0
MINI MINI,Super,27200.0,43700.0,33037.5,32700.0
MINI MINI,Super Plus,36800.0,52900.0,42777.77777777778,42000.0
MITSUBISHI ASX,Super,23990.0,36790.0,29440.0,28390.0
MITSUBISHI ASX,Super / Strom,30490.0,37890.0,34390.0,34790.0
MITSUBISHI COLT,Super,21190.0,24190.0,22723.333333333332,22790.0
MITSUBISHI COLT,Super / Strom,26190.0,29190.0,27756.666666666668,27890.0
MITSUBISHI OUTLANDER,Super / Strom,49990,59490,54115.0,53490.0
NIO EL6,Strom,53500,74500,61750.0,59500.0
NIO ET5,Strom,47500,68500,55750.0,53500.0
NISSAN ARIYA,Strom,43490,63990,54240.0,54990.0
NISSAN JUKE,Super,24950.0,31850.0,29320.0,30050.0
NISSAN JUKE,Super / Strom,29750.0,35150.0,33410.0,34950.0
NISSAN PRIMASTAR,Diesel,42554,73770,51935.92537313433,51432.0
NISSAN QASHQAI,Super,34290.0,48920.0,41445.555555555555,41280.0
NISSAN QASHQAI,Super / Strom,39930.0,49620.0,45018.0,46270.0
NISSAN TOWNSTAR,Strom,36490.0,46493.0,42065.666666666664,42201.0
NISSAN TOWNSTAR,Super,28251.0,39650.0,33692.6875,33501.5
NISSAN X-TRAIL,Super,39700.0,52290.0,46267.5,46540.0
NISSAN X-TRAIL,Super / Strom,42700.0,58790.0,51352.0,51490.0
OPEL ASTRA,Diesel,33640.0,38760.0,36200.0,36200.0
OPEL ASTRA,Strom,37990.0,42560.0,40275.0,40275.0
OPEL ASTRA,Super,29390.0,38110.0,33950.0,33890.0
OPEL ASTRA,Super / Strom,38460.0,48760.0,43350.0,42830.0
OPEL COMBO,Diesel,27846.0,32840.0,30375.125,30505.5
OPEL COMBO,Strom,37485.0,42600.0,39951.125,39975.0
OPEL COMBO,Super,26180.0,26180.0,26180.0,26180.0
OPEL CORSA,Strom,29990.0,33385.0,31703.333333333332,31687.5
OPEL CORSA,Super,22890.0,30400.0,26887.5,27035.0
OPEL FRONTERA,Strom,28990.0,34990.0,32556.666666666668,32740.0
OPEL FRONTERA,Super,24190.0,30290.0,27918.571428571428,27990.0
OPEL GRANDLAND,Diesel,26500.0,46040.0,35450.846153846156,35105.0
OPEL GRANDLAND,Strom,46750.0,59990.0,51878.0,50950.0
OPEL GRANDLAND,Super,23700.0,44850.0,33102.32653061225,32643.0
OPEL GRANDLAND,Super / Strom,40150.0,59000.0,48134.820512820515,47330.0
OPEL GRANDLAND X,Diesel,26500.0,46040.0,35078.11724137931,34715.0
OPEL GRANDLAND X,Strom,46750.0,59990.0,51878.0,50950.0
OPEL GRANDLAND X,Super,23700.0,44850.0,32503.130952380954,31950.0
OPEL GRANDLAND X,Super / Strom,40150.0,59000.0,47972.649122807015,47330.0
OPEL MOKKA,Strom,36740.0,47300.0,41010.0,38990.0
OPEL MOKKA,Super,26890.0,32140.0,29681.666666666668,29515.0
OPEL MOVANO,Diesel,41293.0,58310.0,50255.19117647059,50337.5
OPEL MOVANO,Strom,65450.0,68663.0,67005.5,67116.0
OPEL ZAFIRA LIFE,Diesel,40990.0,49540.0,45265.0,45265.0
OPEL ZAFIRA LIFE,Strom,47550.0,62100.0,54825.0,54825.0
PEUGEOT 2008,Strom,40550.0,47000.0,43410.0,43150.0
PEUGEOT 2008,Super,28540.0,40220.0,34657.27272727273,34540.0
PEUGEOT 208,Strom,36525.0,41025.0,38600.0,38425.0
PEUGEOT 208,Super,24130.0,32385.0,28113.333333333332,28015.0
PEUGEOT 3008,Strom,48750.0,60000.0,53741.666666666664,52925.0
PEUGEOT 3008,Super,41000.0,48340.0,44478.333333333336,44520.0
PEUGEOT 308,Diesel,35390.0,41980.0,38375.0,37755.0
PEUGEOT 308,Strom,42435.0,49790.0,45713.333333333336,44915.0
PEUGEOT 308,Super,34110.0,40700.0,37095.0,36475.0
PEUGEOT 308,Super / Strom,41045.0,45745.0,43395.0,43395.0
PEUGEOT 408,Strom,46700.0,50310.0,48505.0,48505.0
PEUGEOT 408,Super,40970.0,45570.0,42936.666666666664,42270.0
PEUGEOT 408,Super / Strom,47600.0,51800.0,49566.666666666664,49300.0
PEUGEOT 5008,Strom,51250.0,62500.0,56241.666666666664,55425.0
PEUGEOT 5008,Super,43860.0,51340.0,47441.666666666664,47550.0
PEUGEOT 508,Super / Strom,52000,72100,59400.0,54100.0
PEUGEOT BOXER,Diesel,41472.0,58072.0,50023.35294117647,50099.5
PEUGEOT BOXER,Strom,64260.0,67473.0,65815.5,65926.0
PEUGEOT EXPERT,Diesel,37485.0,52122.0,44387.0,44208.5
PEUGEOT EXPERT,Strom,44330.0,59857.0,51031.71428571428,50830.0
PEUGEOT RIFTER,Diesel,27790.0,31690.0,29656.666666666668,29490.0
PEUGEOT RIFTER,Strom,38540.0,42670.0,40542.0,40290.0
POLESTAR 2,Strom,48990,66990,56415.0,54840.0
POLESTAR 3,Strom,78590,92190,85456.66666666667,85590.0
POLESTAR 4,Strom,61900,69900,65900.0,65900.0
PORSCHE 911,Super Plus,136300.0,274000.0,183653.5625,173100.0
PORSCHE 911,Super Plus / Strom,175500.0,285200.0,217612.5,197900.0
PORSCHE BOXSTER,Super Plus,158700,158700,158700.0,158700.0
PORSCHE CAYENNE,Super Plus,101500.0,147200.0,122225.0,119250.0
PORSCHE CAYENNE,Super Plus / Strom,115900.0,217500.0,147945.45454545456,130400.0
PORSCHE CAYMAN,Super Plus,158700,158700,158700.0,158700.0
PORSCHE MACAN,Strom,80700,114600,92525.0,87400.0
PORSCHE PANAMERA,Super Plus,116400.0,171200.0,136000.0,120400.0
PORSCHE PANAMERA,Super Plus / Strom,130400.0,247400.0,184200.0,174950.0
PORSCHE TAYCAN,Strom,102600,241100,147211.7037037037,127522.0
RENAULT ARKANA,Super / Strom,33200,37250,35225.0,35225.0
RENAULT AUSTRAL,Super,34700.0,39600.0,37000.0,36700.0
RENAULT AUSTRAL,Super / Strom,39250.0,44150.0,41550.0,41250.0
RENAULT CAPTUR,Super,23490.0,32900.0,27465.0,27100.0
RENAULT CAPTUR,Super / Strom,28250.0,33050.0,30516.666666666668,30250.0
RENAULT CLIO,Super,19350.0,23000.0,20668.0,20250.0
RENAULT CLIO,Super / Strom,23400.0,26800.0,24983.333333333332,24750.0
RENAULT ESPACE,Super / Strom,43800,48300,46233.333333333336,46600.0
RENAULT KANGOO,Diesel,26180.0,35200.0,30366.764705882353,30345.0
RENAULT KANGOO,Strom,35850.0,43126.0,40161.07692307692,40250.0
RENAULT KANGOO,Super,26900.0,35100.0,31200.0,31300.0
RENAULT MASTER,Diesel,41995.0,54014.0,48515.828125,48659.0
RENAULT MASTER,Strom,61630.0,64605.0,63117.5,63117.5
RENAULT MEGANE,Strom,40900,44900,42900.0,42900.0
RENAULT R4,Strom,29400,36400,33150.0,33400.0
RENAULT R5,Strom,27900,155000,47287.5,32150.0
RENAULT RAFALE,Super / Strom,43800,57800,50800.0,50800.0
RENAULT SCENIC,Strom,40400,51300,46520.0,47900.0
RENAULT SYMBIOZ,Super,28500.0,30300.0,29400.0,29400.0
RENAULT SYMBIOZ,Super / Strom,29490.0,35800.0,33172.5,33700.0
RENAULT TRAFIC,Diesel,38735.0,63510.0,47706.56363636364,46291.0
RENAULT TRAFIC,Strom,45220.0,49623.0,47362.0,47124.0
ROLLS ROYCE CULLINAN,Super Plus,307400,364820,336110.0,336110.0
ROLLS ROYCE SPECTRE,Strom,389000,389000,389000.0,389000.0
SEAT ARONA,Super,22520,34145,29108.846153846152,29130.0
SEAT ATECA,Diesel,39480.0,43100.0,41527.5,41765.0
SEAT ATECA,Super,29290.0,39790.0,35924.545454545456,36520.0
SEAT BORN,Strom,40450,52870,45975.0,45645.0
SEAT FORMENTOR,Diesel,45735.0,45735.0,45735.0,45735.0
SEAT FORMENTOR,Super,41115.0,64200.0,52455.555555555555,51890.0
SEAT FORMENTOR,Super / Strom,49290.0,61010.0,54750.0,54350.0
SEAT IBIZA,Super,18830,32620,25900.277777777777,25760.0
SEAT LEON,Diesel,32490.0,41120.0,36589.375,36442.5
SEAT LEON,Super,28530.0,38690.0,33598.125,33515.0
SEAT LEON,Super / Strom,38925.0,44220.0,41653.125,41602.5
SEAT TAVASCAN,Strom,53340,57910,55625.0,55625.0
SEAT TERRAMAR,Super,43020.0,56620.0,49580.0,49100.0
SEAT TERRAMAR,Super / Strom,51120.0,57530.0,54325.0,54325.0
SKODA ELROQ,Strom,33900,53050,44928.75,45315.0
SKODA ENYAQ,Strom,44400,60850,53310.71428571428,53200.0
SKODA FABIA,Super,19690,30310,25285.625,25660.0
SKODA KAMIQ,Super,25330,37260,31403.333333333332,31730.0
SKODA KAROQ,Diesel,37270.0,48670.0,43185.0,43590.0
SKODA KAROQ,Super,33930.0,46390.0,39087.77777777778,38180.0
SKODA KODIAQ,Diesel,46500.0,55200.0,50850.0,50850.0
SKODA KODIAQ,Super,42990.0,57900.0,49856.0,48200.0
SKODA KODIAQ,Super / Strom,48530.0,53030.0,50780.0,50780.0
SKODA OCTAVIA,Diesel,31510.0,43350.0,37755.0,37880.0
SKODA OCTAVIA,Super,27790.0,48570.0,37142.142857142855,36590.0
SKODA SCALA,Super,24390,35860,30378.88888888889,30460.0
SKODA SUPERB,Diesel,44100.0,59480.0,52668.75,53425.0
SKODA SUPERB,Super,39900.0,58980.0,50936.5,51625.0
SKODA SUPERB,Super / Strom,50950.0,58850.0,55753.333333333336,57505.0
SMART #1,Strom,36990,52490,44347.142857142855,44490.0
SMART #3,Strom,40490,53490,47390.0,48490.0
SMART #5,Strom,45900,60900,54233.333333333336,55400.0
SMART 1,Strom,36990,52490,44347.142857142855,44490.0
SMART 3,Strom,40490,53490,47390.0,48490.0
SMART 5,Strom,45900,60900,54233.333333333336,55400.0
SUBARU CROSSTREK,Super,34790,40770,37925.0,38070.0
SUBARU FORESTER,Super,40490,49190,44802.5,44765.0
SUBARU IMPREZA,Super,35260,37870,36565.0,36565.0
SUBARU OUTBACK,Super,46690,51790,49315.0,49390.0
SUZUKI SWACE,Super / Strom,37190,37190,37190.0,37190.0
SUZUKI SWIFT,Super,20000,24750,22818.75,22975.0
SUZUKI SX4,Diesel,26390.0,31490.0,29223.333333333332,29790.0
SUZUKI SX4,Super,19790.0,33590.0,26257.82608695652,25390.0
SUZUKI VITARA,Super,27500.0,33550.0,30440.0,31000.0
SUZUKI VITARA,Super / Strom,31300.0,36050.0,33675.0,33675.0
TESLA MODEL 3,Strom,39990,58490,48365.0,47490.0
TESLA MODEL S,Strom,69019,145420,94202.9375,85450.0
TESLA MODEL X,Strom,83200,156900,111187.27272727272,113300.0
TESLA MODEL Y,Strom,44990,61990,52490.0,51490.0
TOYOTA AYGO,Super,18090,25790,21610.0,21180.0
TOYOTA BZ4,Strom,42900,55990,49481.0,50240.0
TOYOTA BZ4X,Strom,42900,55990,49481.0,50240.0
TOYOTA C-HR,Super / Strom,33990,49990,43036.153846153844,42990.0
TOYOTA CAMRY,Super / Strom,38982,48590,43626.0,44190.0
TOYOTA COROLLA,Super / Strom,33340,48890,39631.36363636364,39040.0
TOYOTA LAND CRUISER,Diesel,67990,91490,80706.66666666667,83240.0
TOYOTA LANDCRUISER,Diesel,67990,91490,80706.66666666667,83240.0
TOYOTA MIRAI,Wasserstoff,68490,77790,73665.0,74190.0
TOYOTA PRIUS,Super / Strom,45990,53490,49156.666666666664,47990.0
TOYOTA PROACE,Diesel,25885.0,60225.0,43387.3893129771,43670.0
TOYOTA PROACE,Strom,36432.0,71138.0,53045.06976744186,51111.0
TOYOTA PROACE,Super,24265.0,33260.0,28182.5,27607.5
TOYOTA RAV 4,Super / Strom,40990,64990,53805.38461538462,54590.0
TOYOTA RAV4,Super / Strom,40990,64990,53805.38461538462,54590.0
TOYOTA SUPRA,Super,63250,142800,89562.5,76100.0
TOYOTA YARIS,Super,51990.0,54490.0,53240.0,53240.0
TOYOTA YARIS,Super / Strom,25500.0,39990.0,31788.666666666668,31900.0
VINFAST VF 6,Strom,34990,38990,36990.0,36990.0
VINFAST VF 8,Strom,48490,54490,51490.0,51490.0
VOLVO 60,Super,48590.0,61690.0,54315.0,53490.0
VOLVO 60,Super / Strom,59990.0,75890.0,69971.81818181818,71290.0
VOLVO 90,Diesel,48600.0,77850.0,62967.765625,63199.5
VOLVO 90,Super,50300.0,77150.0,65177.083333333336,65925.0
VOLVO 90,Super / Strom,68990.0,83690.0,76452.34146341463,75800.0
VOLVO C40,Strom,47500,65450,57921.42857142857,58300.0
VOLVO EX30,Strom,38490,57290,47856.666666666664,48490.0
VOLVO EX90,Strom,85990,109790,98347.14285714286,99990.0
VOLVO V60,Super,48590.0,61690.0,54315.0,53490.0
VOLVO V60,Super / Strom,59990.0,75890.0,69971.81818181818,71290.0
VOLVO V90,Diesel,48600.0,77850.0,62967.765625,63199.5
VOLVO V90,Super,50300.0,77150.0,65177.083333333336,65925.0
VOLVO V90,Super / Strom,68990.0,83690.0,76452.34146341463,75800.0
VOLVO XC40,Diesel,34550.0,51349.0,42635.79245283019,42050.0
VOLVO XC40,Strom,47500.0,64900.0,56938.23529411765,56150.0
VOLVO XC40,Super,32200.0,58550.0,44823.03846153846,45100.0
VOLVO XC40,Super / Strom,46900.0,59950.0,52948.69565217391,52200.0
VOLVO XC60,Super,57390.0,70490.0,63256.666666666664,62990.0
VOLVO XC60,Super / Strom,67990.0,87590.0,77934.375,78690.0
VOLVO XC90,Super,81390.0,92290.0,86950.0,86690.0
VOLVO XC90,Super / Strom,88990.0,98690.0,93890.0,93790.0
VW ARTEON,Diesel,43300.0,60980.0,53647.36842105263,53660.0
VW ARTEON,Super,46440.0,62760.0,55234.166666666664,54297.5
VW ARTEON,Super / Strom,49385.0,52050.0,50717.5,50717.5
VW ARTEON,Super Plus,62900.0,70875.0,67828.33333333333,69710.0
VW CADDY,Diesel,32100.0,48022.0,41566.984375,41906.0
VW CADDY,Super,30113.0,43352.0,37917.52272727273,38297.0
VW CADDY,Super / Strom,44351.0,52835.0,49188.05,49310.0
VW CRAFTER,Diesel,54978,80248,68029.6338028169,68485.0
VW GOLF,Diesel,32995.0,43375.0,39192.857142857145,40140.0
VW GOLF,Super,29395.0,60235.0,39396.71428571428,37515.0
VW GOLF,Super / Strom,44205.0,48490.0,45993.75,45640.0
VW ID. BUZZ,Strom,49998,75065,61397.72727272727,61077.0
VW ID.3,Strom,33330,57520,44596.6,45327.5
VW ID.4,Strom,40335,55045,49583.0,50507.5
"VW ID.4, ID.5",Strom,40335,56455,50178.529411764706,51995.0
VW ID.5,Strom,42970,56455,51029.28571428572,52140.0
VW ID.7,Strom,54105,64065,59221.666666666664,59495.0
VW PASSAT,Diesel,44365.0,62460.0,54682.857142857145,56325.0
VW PASSAT,Super,42540.0,64540.0,51591.666666666664,47695.0
VW PASSAT,Super / Strom,53280.0,68245.0,61667.0,61915.0
VW POLO,Super,20135,35980,28312.63157894737,28480.0
VW T-CROSS,Super,24960,37285,31775.0,32240.0
VW T-ROC,Super,30845,44980,39741.78571428572,40855.0
VW TAIGO,Super,23240,37105,31560.0,32175.0
VW TAYRON,Diesel,53755.0,60330.0,56550.0,54580.0
VW TAYRON,Super,46215.0,60605.0,53887.5,54012.5
VW TAYRON,Super / Strom,54165.0,62205.0,59383.0,59915.0
VW TIGUAN,Diesel,43465.0,58630.0,51822.77777777778,51925.0
VW TIGUAN,Super,38850.0,58965.0,48709.166666666664,48937.5
VW TIGUAN,Super / Strom,51510.0,60505.0,56856.666666666664,57592.5
VW TOUAREG,Diesel,74925.0,90045.0,82704.16666666667,83142.5
VW TOUAREG,Super,78855.0,89670.0,84481.66666666667,84920.0
VW TOUAREG,Super / Strom,81880.0,102155.0,92017.5,92017.5
VW TOURAN,Diesel,43095.0,52825.0,47849.0,48350.0
VW TOURAN,Super,41995.0,48885.0,45282.5,45292.5
VW TRANSPORTER,Diesel,43768.0,88775.0,58578.77027027027,58158.0
VW TRANSPORTER,Strom,59310.0,79724.0,68482.52222222222,67895.5
VW TRANSPORTER,Super,56596.0,88995.0,69302.66666666667,66810.0
VW TRANSPORTER,Super / Strom,55258.0,102847.0,71282.0,64037.0
XPENG G6,Strom,47600,51600,49600.0,49600.0
XPENG G9,Strom,59600,72600,65266.666666666664,63600.0
XPENG P7,Strom,49600,58600,54100.0,54100.0
